Territory,Topic,Category,Location,Impact,Reference,Units,Value
Afghanistan,Water Pollution,Silver,Freshwaster,Health,Water Pollution_Silver_Freshwaster_Health,$/kg,41.61
Afghanistan,Water Pollution,Silver,Seawater,Health,Water Pollution_Silver_Seawater_Health,$/kg,0.84
Afghanistan,Water Pollution,Silver,Unspecified,Health,Water Pollution_Silver_Unspecified_Health,$/kg,41.61
Afghanistan,Water Pollution,Thallium,Freshwaster,Health,Water Pollution_Thallium_Freshwaster_Health,$/kg,102.09
Afghanistan,Water Pollution,Thallium,Seawater,Health,Water Pollution_Thallium_Seawater_Health,$/kg,5.11
Afghanistan,Water Pollution,Thallium,Unspecified,Health,Water Pollution_Thallium_Unspecified_Health,$/kg,102.09
Afghanistan,Water Pollution,Vanadium,Freshwaster,Health,Water Pollution_Vanadium_Freshwaster_Health,$/kg,19.52
Afghanistan,Water Pollution,Vanadium,Seawater,Health,Water Pollution_Vanadium_Seawater_Health,$/kg,1.24
Afghanistan,Water Pollution,Vanadium,Unspecified,Health,Water Pollution_Vanadium_Unspecified_Health,$/kg,19.52
Afghanistan,Water Pollution,Zinc,Freshwaster,Health,Water Pollution_Zinc_Freshwaster_Health,$/kg,2.53
Afghanistan,Water Pollution,Zinc,Seawater,Health,Water Pollution_Zinc_Seawater_Health,$/kg,2.39
Afghanistan,Water Pollution,Zinc,Unspecified,Health,Water Pollution_Zinc_Unspecified_Health,$/kg,2.53
Afghanistan,Water Pollution,"Analgesics, anesthetics & NSAIDs",Freshwaster,Health,"Water Pollution_Analgesics, anesthetics & NSAIDs_Freshwaster_Health",$/kg,124.00
Afghanistan,Water Pollution,"Analgesics, anesthetics & NSAIDs",Seawater,Health,"Water Pollution_Analgesics, anesthetics & NSAIDs_Seawater_Health",$/kg,0.01
Afghanistan,Water Pollution,"Analgesics, anesthetics & NSAIDs",Unspecified,Health,"Water Pollution_Analgesics, anesthetics & NSAIDs_Unspecified_Health",$/kg,124.00
Afghanistan,Water Pollution,Antibiotics,Seawater,Health,Water Pollution_Antibiotics_Seawater_Health,$/kg,0.00
Afghanistan,Water Pollution,Antibiotics,Unspecified,Health,Water Pollution_Antibiotics_Unspecified_Health,$/kg,6.38
Afghanistan,Water Pollution,Anticoagulants,Freshwaster,Health,Water Pollution_Anticoagulants_Freshwaster_Health,$/kg,482.05
Afghanistan,Water Pollution,Anticoagulants,Seawater,Health,Water Pollution_Anticoagulants_Seawater_Health,$/kg,0.00
Afghanistan,Water Pollution,Anticoagulants,Unspecified,Health,Water Pollution_Anticoagulants_Unspecified_Health,$/kg,482.05
Afghanistan,Water Pollution,Antihelminthics,Freshwaster,Health,Water Pollution_Antihelminthics_Freshwaster_Health,$/kg,2.21
Afghanistan,Water Pollution,Antihelminthics,Seawater,Health,Water Pollution_Antihelminthics_Seawater_Health,$/kg,0.00
Afghanistan,Water Pollution,Antihelminthics,Unspecified,Health,Water Pollution_Antihelminthics_Unspecified_Health,$/kg,2.21
Afghanistan,Water Pollution,Antihyperlipidemic agents,Freshwaster,Health,Water Pollution_Antihyperlipidemic agents_Freshwaster_Health,$/kg,2.99
Afghanistan,Water Pollution,Antihyperlipidemic agents,Seawater,Health,Water Pollution_Antihyperlipidemic agents_Seawater_Health,$/kg,0.00
Afghanistan,Water Pollution,Antihyperlipidemic agents,Unspecified,Health,Water Pollution_Antihyperlipidemic agents_Unspecified_Health,$/kg,2.99
Afghanistan,Water Pollution,Beta-agonists,Freshwaster,Health,Water Pollution_Beta-agonists_Freshwaster_Health,$/kg,5.26
Afghanistan,Water Pollution,Beta-agonists,Seawater,Health,Water Pollution_Beta-agonists_Seawater_Health,$/kg,0.00
Afghanistan,Water Pollution,Beta-agonists,Unspecified,Health,Water Pollution_Beta-agonists_Unspecified_Health,$/kg,5.26
Afghanistan,Water Pollution,Beta-blockers,Freshwaster,Health,Water Pollution_Beta-blockers_Freshwaster_Health,$/kg,0.56
Afghanistan,Water Pollution,Beta-blockers,Seawater,Health,Water Pollution_Beta-blockers_Seawater_Health,$/kg,0.00
Afghanistan,Water Pollution,Beta-blockers,Unspecified,Health,Water Pollution_Beta-blockers_Unspecified_Health,$/kg,0.56
Afghanistan,Water Pollution,Contrast agents,Freshwaster,Health,Water Pollution_Contrast agents_Freshwaster_Health,$/kg,0.27
Afghanistan,Water Pollution,Contrast agents,Seawater,Health,Water Pollution_Contrast agents_Seawater_Health,$/kg,0.00
Afghanistan,Water Pollution,Contrast agents,Unspecified,Health,Water Pollution_Contrast agents_Unspecified_Health,$/kg,0.27
Afghanistan,Water Pollution,Diuretics,Freshwaster,Health,Water Pollution_Diuretics_Freshwaster_Health,$/kg,1.54
Afghanistan,Water Pollution,Diuretics,Seawater,Health,Water Pollution_Diuretics_Seawater_Health,$/kg,0.00
Afghanistan,Water Pollution,Diuretics,Unspecified,Health,Water Pollution_Diuretics_Unspecified_Health,$/kg,1.54
Afghanistan,Water Pollution,Psychiatric drugs,Freshwaster,Health,Water Pollution_Psychiatric drugs_Freshwaster_Health,$/kg,2.78
Afghanistan,Water Pollution,Psychiatric drugs,Seawater,Health,Water Pollution_Psychiatric drugs_Seawater_Health,$/kg,0.00
Afghanistan,Water Pollution,Psychiatric drugs,Unspecified,Health,Water Pollution_Psychiatric drugs_Unspecified_Health,$/kg,2.78
Albania,GHG Emissions,N/A for GHG,N/A for GHG,N/A for GHG,GHG Emissions,$/tCO2e,236.00
Albania,Water Consumption,N/A for WC,N/A for WC,Malnutrition,Water Consumption_N/A for WC_N/A for WC_Malnutrition,USD/m3,0.02
Albania,Water Consumption,N/A for WC,N/A for WC,Water-borne disease,Water Consumption_N/A for WC_N/A for WC_Water-borne disease,USD/m3,0.13
Albania,Water Consumption,N/A for WC,N/A for WC,Resource cost,Water Consumption_N/A for WC_N/A for WC_Resource cost,USD/m3,1.00
Albania,Water Consumption,N/A for WC,N/A for WC,Ecosystem services,Water Consumption_N/A for WC_N/A for WC_Ecosystem services,USD/m3,1.94
Albania,Waste,Hazardous,Landfill,Leachate,Waste_Hazardous_Landfill_Leachate,$/kg,19.63
Albania,Waste,Hazardous,Landfill,Waste GHGs,Waste_Hazardous_Landfill_Waste GHGs,$/kg,187.00
Albania,Waste,Hazardous,Landfill,Disamenity,Waste_Hazardous_Landfill_Disamenity,$/kg,152.67
Albania,Waste,Non-Hazardous,Landfill,Leachate,Waste_Non-Hazardous_Landfill_Leachate,$/kg,0.33
Albania,Waste,Non-Hazardous,Landfill,Waste GHGs,Waste_Non-Hazardous_Landfill_Waste GHGs,$/kg,187.00
Albania,Waste,Non-Hazardous,Landfill,Disamenity,Waste_Non-Hazardous_Landfill_Disamenity,$/kg,152.67
Albania,Waste,Hazardous,Incineration,Waste GHGs,Waste_Hazardous_Incineration_Waste GHGs,$/kg,380.28
Albania,Waste,Hazardous,Incineration,Disamenity,Waste_Hazardous_Incineration_Disamenity,$/kg,4.59
Albania,Waste,Hazardous,Incineration,Waste Air pollution,Waste_Hazardous_Incineration_Waste Air pollution,$/kg,3.70
Albania,Waste,Hazardous,Incineration,Heavy metals and dioxins,Waste_Hazardous_Incineration_Heavy metals and dioxins,$/kg,4.93
Albania,Waste,Non-Hazardous,Incineration,Waste GHGs,Waste_Non-Hazardous_Incineration_Waste GHGs,$/kg,94.87
Albania,Waste,Non-Hazardous,Incineration,Disamenity,Waste_Non-Hazardous_Incineration_Disamenity,$/kg,4.59
Albania,Waste,Non-Hazardous,Incineration,Waste Air pollution,Waste_Non-Hazardous_Incineration_Waste Air pollution,$/kg,3.70
Albania,Waste,Non-Hazardous,Incineration,Heavy metals and dioxins,Waste_Non-Hazardous_Incineration_Heavy metals and dioxins,$/kg,4.93
Albania,Waste,Hazardous,Unspecified,Leachate,Waste_Hazardous_Unspecified_Leachate,$/kg,0.00
Albania,Waste,Hazardous,Unspecified,Waste Air pollution,Waste_Hazardous_Unspecified_Waste Air pollution,$/kg,3.70
Albania,Waste,Hazardous,Unspecified,Heavy metals and dioxins,Waste_Hazardous_Unspecified_Heavy metals and dioxins,$/kg,4.93
Albania,Waste,Hazardous,Unspecified,Disamenity,Waste_Hazardous_Unspecified_Disamenity,$/kg,4.59
Albania,Waste,Hazardous,Unspecified,Waste GHGs,Waste_Hazardous_Unspecified_Waste GHGs,$/kg,380.28
Albania,Waste,Non-Hazardous,Unspecified,Leachate,Waste_Non-Hazardous_Unspecified_Leachate,$/kg,0.33
Albania,Waste,Non-Hazardous,Unspecified,Waste Air pollution,Waste_Non-Hazardous_Unspecified_Waste Air pollution,$/kg,0.00
Albania,Waste,Non-Hazardous,Unspecified,Heavy metals and dioxins,Waste_Non-Hazardous_Unspecified_Heavy metals and dioxins,$/kg,0.00
Albania,Waste,Non-Hazardous,Unspecified,Disamenity,Waste_Non-Hazardous_Unspecified_Disamenity,$/kg,152.67
Albania,Waste,Non-Hazardous,Unspecified,Waste GHGs,Waste_Non-Hazardous_Unspecified_Waste GHGs,$/kg,187.00
Albania,Air Pollution,PM2.5,Urban,Primary Health,Air Pollution_PM2.5_Urban_Primary Health,$/tonne,"8,965.10"
Albania,Air Pollution,PM2.5,Peri-Urban,Primary Health,Air Pollution_PM2.5_Peri-Urban_Primary Health,$/tonne,"11,023.59"
Albania,Air Pollution,PM2.5,Rural,Primary Health,Air Pollution_PM2.5_Rural_Primary Health,$/tonne,"5,019.20"
Albania,Air Pollution,PM2.5,Transport,Primary Health,Air Pollution_PM2.5_Transport_Primary Health,$/tonne,"10,135.75"
Albania,Air Pollution,PM2.5,N/A for PM2.5,Visibility,Air Pollution_PM2.5_N/A for PM2.5_Visibility,$/tonne,12.50
Albania,Air Pollution,SOx,Urban,Primary Health,Air Pollution_SOx_Urban_Primary Health,$/tonne,"3,019.46"
Albania,Air Pollution,SOx,Peri-Urban,Primary Health,Air Pollution_SOx_Peri-Urban_Primary Health,$/tonne,"3,771.14"
Albania,Air Pollution,SOx,Rural,Primary Health,Air Pollution_SOx_Rural_Primary Health,$/tonne,"1,820.49"
Albania,Air Pollution,SOx,Transport,Primary Health,Air Pollution_SOx_Transport_Primary Health,$/tonne,"3,424.09"
Albania,Air Pollution,SOx,N/A for SOx,Visibility,Air Pollution_SOx_N/A for SOx_Visibility,$/tonne,36.36
Albania,Air Pollution,NH3,Urban,Primary Health,Air Pollution_NH3_Urban_Primary Health,$/tonne,"2,689.53"
Albania,Air Pollution,NH3,Peri-Urban,Primary Health,Air Pollution_NH3_Peri-Urban_Primary Health,$/tonne,"3,307.08"
Albania,Air Pollution,NH3,Rural,Primary Health,Air Pollution_NH3_Rural_Primary Health,$/tonne,"1,505.76"
Albania,Air Pollution,NH3,Transport,Primary Health,Air Pollution_NH3_Transport_Primary Health,$/tonne,"3,040.73"
Albania,Air Pollution,NH3,N/A for NH3,Visibility,Air Pollution_NH3_N/A for NH3_Visibility,$/tonne,27.90
Albania,Air Pollution,PM10,Urban,Primary Health,Air Pollution_PM10_Urban_Primary Health,$/tonne,46.78
Albania,Air Pollution,PM10,Peri-Urban,Primary Health,Air Pollution_PM10_Peri-Urban_Primary Health,$/tonne,57.99
Albania,Air Pollution,PM10,Rural,Primary Health,Air Pollution_PM10_Rural_Primary Health,$/tonne,31.93
Albania,Air Pollution,PM10,Transport,Primary Health,Air Pollution_PM10_Transport_Primary Health,$/tonne,53.56
Albania,Air Pollution,PM10,N/A for PM10,Visibility,Air Pollution_PM10_N/A for PM10_Visibility,$/tonne,41.25
Albania,Air Pollution,NOx,Urban,Primary Health,Air Pollution_NOx_Urban_Primary Health,$/tonne,"1,249.37"
Albania,Air Pollution,NOx,Peri-Urban,Primary Health,Air Pollution_NOx_Peri-Urban_Primary Health,$/tonne,"1,453.74"
Albania,Air Pollution,NOx,Rural,Primary Health,Air Pollution_NOx_Rural_Primary Health,$/tonne,921.71
Albania,Air Pollution,NOx,Transport,Primary Health,Air Pollution_NOx_Transport_Primary Health,$/tonne,957.88
Albania,Air Pollution,NOx,N/A for NOx,Agriculture,Air Pollution_NOx_N/A for NOx_Agriculture,$/tonne,9.37
Albania,Air Pollution,NOx,N/A for NOx,Visibility,Air Pollution_NOx_N/A for NOx_Visibility,$/tonne,5.28
Albania,Air Pollution,VOC,N/A for VOC,Secondary Health,Air Pollution_VOC_N/A for VOC_Secondary Health,$/tonne,152.59
Albania,Air Pollution,VOC,N/A for VOC,Visibility,Air Pollution_VOC_N/A for VOC_Visibility,$/tonne,5.01
Albania,Air Pollution,VOC,N/A for VOC,Agriculture,Air Pollution_VOC_N/A for VOC_Agriculture,$/tonne,4.85
Albania,Land Use,Wheat - conventional,N/A for LULC,Lost Ecosystem Services,Land Use_Wheat - conventional_N/A for LULC_Lost Ecosystem Services,$/ha,"5,393.77"
Albania,Land Use,"Vegetables, fruit, nuts - conventional",N/A for LULC,Lost Ecosystem Services,"Land Use_Vegetables, fruit, nuts - conventional_N/A for LULC_Lost Ecosystem Services",$/ha,"5,532.57"
Albania,Land Use,"Cereals, grains - conventional",N/A for LULC,Lost Ecosystem Services,"Land Use_Cereals, grains - conventional_N/A for LULC_Lost Ecosystem Services",$/ha,"5,393.77"
Albania,Land Use,Oilseeds - conventional,N/A for LULC,Lost Ecosystem Services,Land Use_Oilseeds - conventional_N/A for LULC_Lost Ecosystem Services,$/ha,"5,393.77"
Albania,Land Use,"Sugarcane, sugarbeet - conventional",N/A for LULC,Lost Ecosystem Services,"Land Use_Sugarcane, sugarbeet - conventional_N/A for LULC_Lost Ecosystem Services",$/ha,"5,393.77"
Albania,Land Use,Plant-based fibers - conventional,N/A for LULC,Lost Ecosystem Services,Land Use_Plant-based fibers - conventional_N/A for LULC_Lost Ecosystem Services,$/ha,"5,393.77"
Albania,Land Use,Other crops - conventional,N/A for LULC,Lost Ecosystem Services,Land Use_Other crops - conventional_N/A for LULC_Lost Ecosystem Services,$/ha,"5,393.77"
Albania,Land Use,Other crops - organic,N/A for LULC,Lost Ecosystem Services,Land Use_Other crops - organic_N/A for LULC_Lost Ecosystem Services,$/ha,"4,847.32"
Albania,Land Use,Other crops - sustainable,N/A for LULC,Lost Ecosystem Services,Land Use_Other crops - sustainable_N/A for LULC_Lost Ecosystem Services,$/ha,"4,414.96"
Albania,Land Use,"Bovine, sheep, goats, horses - conventional",N/A for LULC,Lost Ecosystem Services,"Land Use_Bovine, sheep, goats, horses - conventional_N/A for LULC_Lost Ecosystem Services",$/ha,"5,331.72"
Albania,Land Use,"Bovine, sheep, goats, horses - organic",N/A for LULC,Lost Ecosystem Services,"Land Use_Bovine, sheep, goats, horses - organic_N/A for LULC_Lost Ecosystem Services",$/ha,"5,074.47"
Albania,Land Use,"Bovine, sheep, goats, horses - sustainable",N/A for LULC,Lost Ecosystem Services,"Land Use_Bovine, sheep, goats, horses - sustainable_N/A for LULC_Lost Ecosystem Services",$/ha,"4,971.57"
Albania,Land Use,Cashmere - conventional,N/A for LULC,Lost Ecosystem Services,Land Use_Cashmere - conventional_N/A for LULC_Lost Ecosystem Services,$/ha,"5,588.97"
Albania,Land Use,Cashmere - organic,N/A for LULC,Lost Ecosystem Services,Land Use_Cashmere - organic_N/A for LULC_Lost Ecosystem Services,$/ha,"5,074.47"
Albania,Land Use,Cashmere - sustainable,N/A for LULC,Lost Ecosystem Services,Land Use_Cashmere - sustainable_N/A for LULC_Lost Ecosystem Services,$/ha,"4,971.57"
Albania,Land Use,Forestry,N/A for LULC,Lost Ecosystem Services,Land Use_Forestry_N/A for LULC_Lost Ecosystem Services,$/ha,"3,547.48"
Albania,Land Use,Paddy rice,N/A for LULC,Lost Ecosystem Services,Land Use_Paddy rice_N/A for LULC_Lost Ecosystem Services,$/ha,"4,726.72"
Albania,Land Use,Paved,N/A for LULC,Lost Ecosystem Services,Land Use_Paved_N/A for LULC_Lost Ecosystem Services,$/ha,"7,092.08"
Albania,Water Pollution,Phosphorus,N/A for this Category,Eutrophication,Water Pollution_Phosphorus_N/A for this Category_Eutrophication,$/kg,42.65
Albania,Water Pollution,Nitrogen,N/A for this Category,Eutrophication,Water Pollution_Nitrogen_N/A for this Category_Eutrophication,$/kg,0.07
Albania,Water Pollution,Ag(I),Freshwaster,Health,Water Pollution_Ag(I)_Freshwaster_Health,$/kg,131.02
Albania,Water Pollution,Ag(I),Seawater,Health,Water Pollution_Ag(I)_Seawater_Health,$/kg,0.97
Albania,Water Pollution,Ag(I),Unspecified,Health,Water Pollution_Ag(I)_Unspecified_Health,$/kg,113.10
Albania,Water Pollution,As(III),Freshwaster,Health,Water Pollution_As(III)_Freshwaster_Health,$/kg,"2,179.00"
Albania,Water Pollution,As(III),Seawater,Health,Water Pollution_As(III)_Seawater_Health,$/kg,172.79
Albania,Water Pollution,As(III),Unspecified,Health,Water Pollution_As(III)_Unspecified_Health,$/kg,"1,902.61"
Albania,Water Pollution,As(V),Freshwaster,Health,Water Pollution_As(V)_Freshwaster_Health,$/kg,"2,179.00"
Albania,Water Pollution,As(V),Seawater,Health,Water Pollution_As(V)_Seawater_Health,$/kg,172.79
Albania,Water Pollution,As(V),Unspecified,Health,Water Pollution_As(V)_Unspecified_Health,$/kg,"1,902.61"
Albania,Water Pollution,Ba(II),Freshwaster,Health,Water Pollution_Ba(II)_Freshwaster_Health,$/kg,36.17
Albania,Water Pollution,Ba(II),Seawater,Health,Water Pollution_Ba(II)_Seawater_Health,$/kg,13.01
Albania,Water Pollution,Ba(II),Unspecified,Health,Water Pollution_Ba(II)_Unspecified_Health,$/kg,32.98
Albania,Water Pollution,Be(II),Freshwaster,Health,Water Pollution_Be(II)_Freshwaster_Health,$/kg,0.06
Albania,Water Pollution,Be(II),Seawater,Health,Water Pollution_Be(II)_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Be(II),Unspecified,Health,Water Pollution_Be(II)_Unspecified_Health,$/kg,0.05
Albania,Water Pollution,Cd(II),Freshwaster,Health,Water Pollution_Cd(II)_Freshwaster_Health,$/kg,323.50
Albania,Water Pollution,Cd(II),Seawater,Health,Water Pollution_Cd(II)_Seawater_Health,$/kg,46.92
Albania,Water Pollution,Cd(II),Unspecified,Health,Water Pollution_Cd(II)_Unspecified_Health,$/kg,285.40
Albania,Water Pollution,Co(II),Freshwaster,Health,Water Pollution_Co(II)_Freshwaster_Health,$/kg,0.00
Albania,Water Pollution,Co(II),Seawater,Health,Water Pollution_Co(II)_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Co(II),Unspecified,Health,Water Pollution_Co(II)_Unspecified_Health,$/kg,0.00
Albania,Water Pollution,Cr(III),Freshwaster,Health,Water Pollution_Cr(III)_Freshwaster_Health,$/kg,0.00
Albania,Water Pollution,Cr(III),Seawater,Health,Water Pollution_Cr(III)_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Cr(III),Unspecified,Health,Water Pollution_Cr(III)_Unspecified_Health,$/kg,0.00
Albania,Water Pollution,Cr(VI),Freshwaster,Health,Water Pollution_Cr(VI)_Freshwaster_Health,$/kg,"4,973.38"
Albania,Water Pollution,Cr(VI),Seawater,Health,Water Pollution_Cr(VI)_Seawater_Health,$/kg,110.77
Albania,Water Pollution,Cr(VI),Unspecified,Health,Water Pollution_Cr(VI)_Unspecified_Health,$/kg,"4,303.47"
Albania,Water Pollution,Cu(II),Freshwaster,Health,Water Pollution_Cu(II)_Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,Cu(II),Seawater,Health,Water Pollution_Cu(II)_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Cu(II),Unspecified,Health,Water Pollution_Cu(II)_Unspecified_Health,$/kg,0.01
Albania,Water Pollution,Hg(II),Freshwaster,Health,Water Pollution_Hg(II)_Freshwaster_Health,$/kg,239.46
Albania,Water Pollution,Hg(II),Seawater,Health,Water Pollution_Hg(II)_Seawater_Health,$/kg,100.06
Albania,Water Pollution,Hg(II),Unspecified,Health,Water Pollution_Hg(II)_Unspecified_Health,$/kg,220.25
Albania,Water Pollution,Mo(VI),Freshwaster,Health,Water Pollution_Mo(VI)_Freshwaster_Health,$/kg,23.35
Albania,Water Pollution,Mo(VI),Seawater,Health,Water Pollution_Mo(VI)_Seawater_Health,$/kg,0.08
Albania,Water Pollution,Mo(VI),Unspecified,Health,Water Pollution_Mo(VI)_Unspecified_Health,$/kg,20.14
Albania,Water Pollution,Ni(II),Freshwaster,Health,Water Pollution_Ni(II)_Freshwaster_Health,$/kg,101.08
Albania,Water Pollution,Ni(II),Seawater,Health,Water Pollution_Ni(II)_Seawater_Health,$/kg,4.85
Albania,Water Pollution,Ni(II),Unspecified,Health,Water Pollution_Ni(II)_Unspecified_Health,$/kg,87.82
Albania,Water Pollution,Pb(II),Freshwaster,Health,Water Pollution_Pb(II)_Freshwaster_Health,$/kg,1.26
Albania,Water Pollution,Pb(II),Seawater,Health,Water Pollution_Pb(II)_Seawater_Health,$/kg,0.05
Albania,Water Pollution,Pb(II),Unspecified,Health,Water Pollution_Pb(II)_Unspecified_Health,$/kg,1.09
Albania,Water Pollution,Sb(III),Freshwaster,Health,Water Pollution_Sb(III)_Freshwaster_Health,$/kg,73.41
Albania,Water Pollution,Sb(III),Seawater,Health,Water Pollution_Sb(III)_Seawater_Health,$/kg,1.76
Albania,Water Pollution,Sb(III),Unspecified,Health,Water Pollution_Sb(III)_Unspecified_Health,$/kg,63.54
Albania,Water Pollution,Sb(V),Freshwaster,Health,Water Pollution_Sb(V)_Freshwaster_Health,$/kg,73.41
Albania,Water Pollution,Sb(V),Seawater,Health,Water Pollution_Sb(V)_Seawater_Health,$/kg,1.76
Albania,Water Pollution,Sb(V),Unspecified,Health,Water Pollution_Sb(V)_Unspecified_Health,$/kg,63.54
Albania,Water Pollution,Se(IV),Freshwaster,Health,Water Pollution_Se(IV)_Freshwaster_Health,$/kg,0.00
Albania,Water Pollution,Se(IV),Seawater,Health,Water Pollution_Se(IV)_Seawater_Health,$/kg,0.00
Albania,Water Pollution,Se(IV),Unspecified,Health,Water Pollution_Se(IV)_Unspecified_Health,$/kg,0.00
Albania,Water Pollution,Tl(I),Freshwaster,Health,Water Pollution_Tl(I)_Freshwaster_Health,$/kg,92.42
Albania,Water Pollution,Tl(I),Seawater,Health,Water Pollution_Tl(I)_Seawater_Health,$/kg,5.25
Albania,Water Pollution,Tl(I),Unspecified,Health,Water Pollution_Tl(I)_Unspecified_Health,$/kg,80.41
Albania,Water Pollution,V(V),Freshwaster,Health,Water Pollution_V(V)_Freshwaster_Health,$/kg,17.02
Albania,Water Pollution,V(V),Seawater,Health,Water Pollution_V(V)_Seawater_Health,$/kg,1.26
Albania,Water Pollution,V(V),Unspecified,Health,Water Pollution_V(V)_Unspecified_Health,$/kg,14.85
Albania,Water Pollution,Zn(II),Freshwaster,Health,Water Pollution_Zn(II)_Freshwaster_Health,$/kg,3.51
Albania,Water Pollution,Zn(II),Seawater,Health,Water Pollution_Zn(II)_Seawater_Health,$/kg,2.43
Albania,Water Pollution,Zn(II),Unspecified,Health,Water Pollution_Zn(II)_Unspecified_Health,$/kg,3.36
Albania,Water Pollution,"1,2-dichlorobenzene",Freshwaster,Health,"Water Pollution_1,2-dichlorobenzene_Freshwaster_Health",$/kg,0.00
Albania,Water Pollution,"1,2-dichlorobenzene",Seawater,Health,"Water Pollution_1,2-dichlorobenzene_Seawater_Health",$/kg,0.00
Albania,Water Pollution,"1,2-dichlorobenzene",Unspecified,Health,"Water Pollution_1,2-dichlorobenzene_Unspecified_Health",$/kg,0.00
Albania,Water Pollution,"1,2-dichloroethane",Freshwaster,Health,"Water Pollution_1,2-dichloroethane_Freshwaster_Health",$/kg,0.58
Albania,Water Pollution,"1,2-dichloroethane",Seawater,Health,"Water Pollution_1,2-dichloroethane_Seawater_Health",$/kg,0.05
Albania,Water Pollution,"1,2-dichloroethane",Unspecified,Health,"Water Pollution_1,2-dichloroethane_Unspecified_Health",$/kg,0.50
Albania,Water Pollution,"1,2-DIMETHYL-5-NITRO-1H-IMIDAZOLE",Freshwaster,Health,"Water Pollution_1,2-DIMETHYL-5-NITRO-1H-IMIDAZOLE_Freshwaster_Health",$/kg,0.46
Albania,Water Pollution,"1,2-DIMETHYL-5-NITRO-1H-IMIDAZOLE",Seawater,Health,"Water Pollution_1,2-DIMETHYL-5-NITRO-1H-IMIDAZOLE_Seawater_Health",$/kg,0.00
Albania,Water Pollution,"1,2-DIMETHYL-5-NITRO-1H-IMIDAZOLE",Unspecified,Health,"Water Pollution_1,2-DIMETHYL-5-NITRO-1H-IMIDAZOLE_Unspecified_Health",$/kg,0.40
Albania,Water Pollution,"1,3-Dichloropropene",Freshwaster,Health,"Water Pollution_1,3-Dichloropropene_Freshwaster_Health",$/kg,3.63
Albania,Water Pollution,"1,3-Dichloropropene",Seawater,Health,"Water Pollution_1,3-Dichloropropene_Seawater_Health",$/kg,1.22
Albania,Water Pollution,"1,3-Dichloropropene",Unspecified,Health,"Water Pollution_1,3-Dichloropropene_Unspecified_Health",$/kg,3.29
Albania,Water Pollution,"1,4-dichlorobenzene",Freshwaster,Health,"Water Pollution_1,4-dichlorobenzene_Freshwaster_Health",$/kg,0.04
Albania,Water Pollution,"1,4-dichlorobenzene",Seawater,Health,"Water Pollution_1,4-dichlorobenzene_Seawater_Health",$/kg,0.01
Albania,Water Pollution,"1,4-dichlorobenzene",Unspecified,Health,"Water Pollution_1,4-dichlorobenzene_Unspecified_Health",$/kg,0.04
Albania,Water Pollution,"2-(2,4-dichlorophenoxy)acetic acid",Freshwaster,Health,"Water Pollution_2-(2,4-dichlorophenoxy)acetic acid_Freshwaster_Health",$/kg,0.07
Albania,Water Pollution,"2-(2,4-dichlorophenoxy)acetic acid",Seawater,Health,"Water Pollution_2-(2,4-dichlorophenoxy)acetic acid_Seawater_Health",$/kg,0.00
Albania,Water Pollution,"2-(2,4-dichlorophenoxy)acetic acid",Unspecified,Health,"Water Pollution_2-(2,4-dichlorophenoxy)acetic acid_Unspecified_Health",$/kg,0.06
Albania,Water Pollution,"2,4,6-trichlorophenol",Freshwaster,Health,"Water Pollution_2,4,6-trichlorophenol_Freshwaster_Health",$/kg,0.03
Albania,Water Pollution,"2,4,6-trichlorophenol",Seawater,Health,"Water Pollution_2,4,6-trichlorophenol_Seawater_Health",$/kg,0.00
Albania,Water Pollution,"2,4,6-trichlorophenol",Unspecified,Health,"Water Pollution_2,4,6-trichlorophenol_Unspecified_Health",$/kg,0.03
Albania,Water Pollution,2-CHLOROPHENOL,Freshwaster,Health,Water Pollution_2-CHLOROPHENOL_Freshwaster_Health,$/kg,0.03
Albania,Water Pollution,2-CHLOROPHENOL,Seawater,Health,Water Pollution_2-CHLOROPHENOL_Seawater_Health,$/kg,0.00
Albania,Water Pollution,2-CHLOROPHENOL,Unspecified,Health,Water Pollution_2-CHLOROPHENOL_Unspecified_Health,$/kg,0.03
Albania,Water Pollution,3-Methylcholanthrene,Freshwaster,Health,Water Pollution_3-Methylcholanthrene_Freshwaster_Health,$/kg,46.91
Albania,Water Pollution,3-Methylcholanthrene,Seawater,Health,Water Pollution_3-Methylcholanthrene_Seawater_Health,$/kg,9.82
Albania,Water Pollution,3-Methylcholanthrene,Unspecified,Health,Water Pollution_3-Methylcholanthrene_Unspecified_Health,$/kg,41.80
Albania,Water Pollution,4-CHLOROANILINE,Freshwaster,Health,Water Pollution_4-CHLOROANILINE_Freshwaster_Health,$/kg,0.01
Albania,Water Pollution,4-CHLOROANILINE,Seawater,Health,Water Pollution_4-CHLOROANILINE_Seawater_Health,$/kg,0.00
Albania,Water Pollution,4-CHLOROANILINE,Unspecified,Health,Water Pollution_4-CHLOROANILINE_Unspecified_Health,$/kg,0.01
Albania,Water Pollution,"7,12-Dimethylbenz(a)anthracene",Freshwaster,Health,"Water Pollution_7,12-Dimethylbenz(a)anthracene_Freshwaster_Health",$/kg,581.29
